time , aircraft_id ,type,lat,lon
0,1,B747,60.0,30.0
0,2,B747,59.989490230119294,31.667511932621775
0,3,B747,60.70900468849565,30.815246960984304
0,4,B747,59.984132783944354,29.981684283119005
0,5,B747,59.973629747283226,31.64839591683777
0,6,B747,60.69314537921649,30.796551957472424
0,7,B747,53.84306684511875,32.61640719631282
0,8,B747,49.85738678888087,36.47191388224651
0,9,B747,60.27585144658701,41.5806230694203
0,10,B747,61.096796519227965,41.28101814305741
10,1,B747,60.0,30.051852185769768
10,2,B747,60.011942885178456,31.641584396648526
10,3,B747,60.686552033436485,30.78876113451633
10,4,B747,59.984132783944354,30.03351161108115
10,5,B747,59.99608240234239,31.622480806110843
10,6,B747,60.67069272415733,30.77007918581406
10,7,B747,53.86290120053383,32.58810124952446
10,8,B747,49.8450828453014,36.50730643107919
10,9,B747,60.30138366386536,41.57153930973564
10,10,B747,61.080131547953975,41.23993910324639
20,1,B747,60.0,30.099873261498324
20,2,B747,60.03273662092743,31.617556873783105
20,3,B747,60.66575829768751,30.76424863702723
20,4,B747,59.984132783944354,30.081509665626612
20,5,B747,60.01687613809136,31.59846480794894
20,6,B747,60.64989898840835,30.745578759853622
20,7,B747,53.881270090278285,32.56187476812953
20,8,B747,49.83368798127362,36.54007599118408
20,9,B747,60.325029427708095,41.56312039743356
20,10,B747,61.06469787171291,41.201914406795815
30,1,B747,60.0,30.14406322718567
30,2,B747,60.051871437366216,31.595432950470297
30,3,B747,60.646623481248724,30.741705664576948
30,4,B747,59.984132783944354,30.12567844675539
30,5,B747,60.03601095453015,31.57635150479512
30,6,B747,60.63076417196957,30.723046879998947
30,7,B747,53.898173514352145,32.53773048892364
30,8,B747,49.82320219679754,36.57022441091169
30,9,B747,60.34678873811521,41.55536777711705
30,10,B747,61.050495490504765,41.16693960900268
40,1,B747,60.0,30.184422082831794
40,2,B747,60.069347334494815,31.575215934005268
40,3,B747,60.629147584120126,30.721128725840448
40,4,B747,59.984132783944354,30.166017954467485
40,5,B747,60.05348685165875,31.55614420025077
